stop_id,stop_name,stop_lat,stop_lon
0239,HAMMOND & ADMIRAL TAUSSIG (Naval Exchange),  36.943332, -76.312051
0240,HAMPTON & B,  36.936458, -76.318540
0241,HAMPTON & D,  36.933651, -76.318312
0243,HAMPTON & MAPLESHADE,  36.930416, -76.318050
0245,HAMPTON & GLENDALE,  36.927636, -76.317767
0246,HAMPTON & HELMICK,  36.925429, -76.317440
0248,HAMPTON & BAKER,  36.922984, -76.316135
0250,HAMPTON & STAFF COLLEGE,  36.919166, -76.312013
0252,HAMPTON & LITTLE CREEK,  36.915740, -76.308324
0253,HAMPTON & RUNNYMEDE,  36.914096, -76.306979
0254,HAMPTON & NORTH SHORE,  36.910869, -76.305971
0255,HAMPTON & HELENA,  36.909784, -76.305872
0256,HAMPTON & LEXAN,  36.900518, -76.303677
0257,HAMPTON & MANCHESTER,  36.899100, -76.303222
0258,HAMPTON & SURREY,  36.896498, -76.303065
0259,HAMPTON & ROCKBRIDGE,  36.894584, -76.303432
0260,HAMPTON & BRUNSWICK,  36.892235, -76.304123
0261,HAMPTON & BOLLING,  36.890780, -76.303905
0262,HAMPTON & 48TH,  36.887116, -76.302766
0263,HAMPTON & 47TH,  36.886340, -76.302699
0264,HAMPTON & 45TH,  36.884918, -76.302624
0265,HAMPTON & 43RD,  36.882850, -76.302520
0266,HAMPTON & 41ST,  36.881507, -76.302395
0267,HAMPTON & 25TH,  36.875684, -76.302013
0268,HAMPTON & WOODROW,  36.871449, -76.301366
0269,HAMPTON & MAURY,  36.867355, -76.300490
0272,REDGATE & COLLEY,  36.864004, -76.301381
0275,OLNEY & MOWBRAY ARCH 1,  36.859485, -76.298028
0276,OLNEY & MOWBRAY ARCH 2,  36.857370, -76.293364
0281,HAMPTON & SPOTSWOOD,  36.869181, -76.300854
0282,ELSON GREEN & UPTON,  36.756511, -76.008284
0283,NIMMO & UPTON,  36.762298, -76.008278
0284,FIRST VIEW & BALVIEW,  36.954345, -76.255470
0285,26TH & FAWN,  36.870150, -76.279041
0286,26TH & GAZEL,  36.870364, -76.277742
0288,26TH & RUFFIN,  36.871423, -76.275765
0289,26TH & VILLA,  36.872774, -76.273540
0290,LAFAYETTE & DUPONT 1,  36.874198, -76.271153
0291,LAFAYETTE & DUPONT 2,  36.874937, -76.269691
0292,LAFAYETTE & BELLEVUE (midblk before Lorraine),  36.877739, -76.267095
0293,LAFAYETTE & LORRAINE,  36.878083, -76.265498
0294,LAFAYETTE & TIDEWATER,  36.877659, -76.263729
0296,LAFAYETTE & DUNKIRK,  36.877116, -76.261454
0297,LAFAYETTE & SAINT MIHIEL,  36.876423, -76.258704
0298,Lafayette / Marne,  36.875560, -76.255102
0300,CHESAPEAKE & CROMWELL 1,  36.875532, -76.252505
0301,CHESAPEAKE & CROMWELL 2,  36.876491, -76.251606
0302,CHESAPEAKE & ROBINHOOD,  36.878513, -76.249594
0303,CHESAPEAKE & CURIE,  36.897673, -76.238610
0304,CHESAPEAKE & BUCKINGHAM,  36.881263, -76.247306
0305,CHESAPEAKE & MONTGOMERY,  36.882616, -76.246657
0306,CHESAPEAKE & LENOIR,  36.886099, -76.243725
0307,CHESAPEAKE & ESSEX,  36.887606, -76.241761
0308,CHESAPEAKE & HYDE,  36.888536, -76.240468
0309,CHESAPEAKE & NORVIEW,  36.889356, -76.239089
0310,CHESAPEAKE & GREEN,  36.891487, -76.237634
0311,CHESAPEAKE & STRAND,  36.893848, -76.238004
0312,CHESAPEAKE & DUNDALE,  36.899774, -76.238963
0313,CHESAPEAKE & I-64,  36.905241, -76.239796
0315,CHESAPEAKE & ROSEFIELD,  36.911236, -76.240808
0317,EVELYN BUTTS & AVENUE J,  36.914178, -76.243515
0318,CHESAPEAKE & LITTLE CREEK,  36.915108, -76.241407
0319,CHESAPEAKE & ELK,  36.917781, -76.241824
0320,CHESAPEAKE & BURKSDALE,  36.920263, -76.242208
0321,CHESAPEAKE & WINSTON,  36.921936, -76.242463
0322,CHESAPEAKE & SHEPPARD,  36.923785, -76.242754
0323,CHESAPEAKE & FRANK,  36.926403, -76.243155
0324,CHESAPEAKE & FISHERMANS,  36.930255, -76.243755
0326,CHESAPEAKE & BAYVIEW,  36.933741, -76.244305
0327,CHESAPEAKE & EARL,  36.935615, -76.244595
0328,CHESAPEAKE & DUNE,  36.936851, -76.244790
0330,CHESAPEAKE & CHESTER,  36.939305, -76.245163
0331,CHESAPEAKE & WARWICK,  36.940536, -76.245342
0332,CHESAPEAKE & DUDLEY,  36.942999, -76.245683
0335,CHESAPEAKE & BUCKINGHAM,  36.881207, -76.247657
0336,HAMPTON & RUNNYMEDE,  36.913999, -76.306633
0343,CHESAPEAKE & LEICESTER,  36.941922, -76.245838
0344,CHESAPEAKE & FARRELL,  36.938973, -76.245354
0346,CHESAPEAKE & EARL,  36.935741, -76.244892
0347,CHESAPEAKE & BAYVIEW,  36.934052, -76.244611
0348,CHESAPEAKE & FISHERMANS (mdblk bet Bayview & Fish),  36.931674, -76.244260
0349,CHESAPEAKE & SHEPPARD,  36.923972, -76.243073
0351,CHESAPEAKE & BURKSDALE (far),  36.919663, -76.242411
0352,CHESAPEAKE & DOVERCOURT,  36.916808, -76.241952
0353,CHESAPEAKE & LITTLE CREEK,  36.915022, -76.241663
0354,EVELYN BUTTS & AVENUE J,  36.914170, -76.243632
0355,CHESAPEAKE & AVE I,  36.912666, -76.241292
0357,CHESAPEAKE & JOHNSTONS,  36.907591, -76.240420
0359,CHESAPEAKE & KITRELL,  36.905194, -76.240054
0360,CHESAPEAKE & DUNDALE (NHS),  36.899743, -76.239214
0362,CHESAPEAKE & PICADILLY (NES),  36.896799, -76.238710
0363,CHESAPEAKE & STRAND,  36.894093, -76.238278
0364,CHESAPEAKE & GREEN,  36.891657, -76.237902
0365,CHESAPEAKE & NORVIEW (5 pts),  36.889475, -76.239288
0366,CHESAPEAKE & HYDE,  36.888892, -76.240252
0367,CHESAPEAKE & CRAVEN,  36.888008, -76.241582
0368,CHESAPEAKE & NANSEMOND,  36.885522, -76.244597
0369,CHESAPEAKE & WAYNE,  36.884925, -76.245128
0370,CHESAPEAKE & NORLAND,  36.883105, -76.246653
0371,CHESAPEAKE & NOTTAWAY,  36.879949, -76.248532
0372,CHESAPEAKE & ROBIN HOOD,  36.878770, -76.249682
0373,CHESAPEAKE & CROMWELL (before RR),  36.877218, -76.251217
0374,CHESAPEAKE & FLANDERS,  36.875564, -76.253019
0375,LAFAYETTE & MARNE,  36.875632, -76.254840
0376,LAFAYETTE & LENS,  36.876016, -76.256543
0377,LAFAYETTE & BREST,  36.876483, -76.258449
0378,LAFAYETTE & DUNKIRK,  36.877208, -76.261273
0379,LAFAYETTE & SOMME,  36.877491, -76.262507
0380,LAFAYETTE & TIDEWATER,  36.877843, -76.263888
0381,LAFAYETTE & RACINE,  36.878155, -76.265100
0382,LAFAYETTE & VERSAILLES,  36.877518, -76.267413
0383,LAFAYETTE & DEGRASSE,  36.876288, -76.267897
0384,LAFAYETTE & ORLEANS,  36.875155, -76.269596
0385,LAFAYETTE & ORLEANS 2,  36.874421, -76.271033
0386,26TH & LEO,  36.870809, -76.276573
0387,27TH & LEO,  36.871511, -76.276488
0388,27TH & GAZEL,  36.871356, -76.277627
0389,27TH & FAWN,  36.871141, -76.278848
0390,MONTICELLO & 26TH,  36.870869, -76.282361
0403,GOFF & TIDEWATER,  36.858487, -76.272944
0404,SAINT PAULS & WOOD,  36.851350, -76.285047
0406,CHURCH & OLNEY,  36.854003, -76.279732
0408,CHAPEL & PRINCESS ANNE,  36.856755, -76.275204
0409,TIDEWATER & PRINCESS ANNE,  36.857126, -76.273176
0410,GOFF & OKEEFE,  36.859581, -76.276010
0411,CHURCH & LEXINGTON,  36.861911, -76.278376
0412,CHURCH & B,  36.863828, -76.278734
0413,20TH & GRANBY,  36.866708, -76.285177
0414,21ST & OMOHUNDRO,  36.868094, -76.287164
0415,21ST & LLEWELLYN,  36.868482, -76.288654
0416,21ST & DEBREE,  36.868781, -76.290355
0417,21ST & MANTEO,  36.870058, -76.294175
0418,21ST & CORE,  36.871661, -76.297862
0419,21ST & HAMPTON,  36.873013, -76.300682
0421,38TH & BLUESTONE,  36.879616, -76.305278
0425,COLLEY & 41ST,  36.882334, -76.294902
0426,COLLEY & 39TH,  36.880906, -76.294827
0427,COLLEY & 35TH,  36.877948, -76.294886
0428,COLLEY & 27TH,  36.875476, -76.295163
0430,COLLEY & GRAYDON,  36.865266, -76.299556
0431,COLLEY & RALEIGH,  36.862209, -76.300035
0432,COLLEY & RALEIGH,  36.862115, -76.299676
0433,COLLEY & GRAYDON,  36.865031, -76.299475
0434,COLLEY & SHIRLEY,  36.867723, -76.297922
0436,27TH & COLLEY,  36.875119, -76.294776
0437,COLLEY & 35TH,  36.878176, -76.294687
0441,38TH & BOWDENS FERRY,  36.879582, -76.303610
0442,21ST & COLLEY,  36.871025, -76.296489
0443,21ST & COLONIAL,  36.869383, -76.292888
0444,21ST & DEBREE,  36.868622, -76.289959
0445,21ST & LLEWELLYN,  36.868083, -76.287469
0447,20TH & MONTICELLO,  36.866561, -76.284993
0448,CHURCH & 18TH,  36.863981, -76.279020
0449,GOFF & MIDRISE,  36.858465, -76.274964
0450,CHAPEL & PRINCESS ANNE,  36.856790, -76.275312
0452,CHURCH & OLNEY,  36.853969, -76.280007
0453,INDIAN RIVER & WINGFIELD,  36.827164, -76.246265
0454,WOOD & CHURCH,  36.851556, -76.282577
0455,BRAMBLETON & SAINT PAULS,  36.853722, -76.285046
0460,STATE & CLIFTON,  36.834279, -76.284937
0461,STATE & INDIAN RIVER,  36.835996, -76.285814
0462,MAIN & INDIAN RIVER,  36.834881, -76.282329
0463,MAIN & POPLAR,  36.834186, -76.282647
0465,MAIN & LIBERTY,  36.832249, -76.283510
0467,LIBERTY & GRAYSON,  36.829877, -76.281573
0468,LIBERTY & LANCASTER,  36.828914, -76.280607
0469,LIBERTY & SHERMAN,  36.826339, -76.278112
0470,LIBERTY & HALIFAX,  36.825442, -76.277448
0471,LIBERTY & 20TH,  36.822617, -76.274804
0473,SEABOARD & LIBERTY,  36.820082, -76.271275
0474,LIBERTY & HOOVER,  36.818194, -76.268615
0475,OLD ATLANTIC & JEFFERSON,  36.814926, -76.265479
0476,ATLANTIC & CULPEPPER,  36.811691, -76.264870
0477,ATLANTIC & MYERS,  36.807362, -76.264020
0478,ATLANTIC & STRAWBERRY,  36.804634, -76.263469
0479,BROAD & CAMPOSTELLA,  36.799165, -76.258231
0480,CAMPOSTELLA & HEMPLE,  36.794594, -76.259392
0482,CAMPOSTELLA & PORTLOCK,  36.785170, -76.266549
0483,CAMPOSTELLA & CORAL,  36.781867, -76.268248
0485,MILITARY & CAMPOSTELLA,  36.778611, -76.266517
0488,ROBERT HALL & MILITARY,  36.786457, -76.255981
0489,ROBERT HALL & BATTLEFIELD,  36.787355, -76.257792
0490,MILITARY & BATTLEFIELD,  36.781468, -76.261887
0491,MILITARY & CAMPOSTELLA,  36.778872, -76.266482
0492,CAMPOSTELLA & WAKE,  36.780079, -76.268247
0493,CAMPOSTELLA & PORTLOCK,  36.785298, -76.266347
0494,CAMPOSTELLA & DIAMOND HILL,  36.788609, -76.263609
0495,CAMPOSTELLA & HEMPLE,  36.794393, -76.259353
0496,CAMPOSTELLA & PROVIDENCE,  36.798555, -76.257464
0497,BROAD & CAMPOSTELLA,  36.799397, -76.259360
0498,ATLANTIC & STRAWBERRY,  36.804845, -76.263298
0499,ATLANTIC & MYERS,  36.807548, -76.263847
0500,ATLANTIC & POCAHONTAS,  36.809514, -76.264227
0501,ATLANTIC & CULPEPPER,  36.811525, -76.264636
0502,OLD ATLANTIC & JEFFERSON,  36.815759, -76.265529
0503,LIBERTY & FITCHETT,  36.817714, -76.267061
0504,LIBERTY & COMMERCE,  36.818815, -76.269752
0505,LIBERTY & POINDEXTER,  36.819843, -76.271665
0506,LIBERTY & 20TH,  36.822535, -76.274570
0507,LIBERTY & SEABOARD,  36.824120, -76.276138
0508,LIBERTY & SHERMAN,  36.825891, -76.277650
0509,LIBERTY & CRAIG,  36.827446, -76.278978
0510,LIBERTY & GRAYSON,  36.829936, -76.281482
0511,MAIN & BERKLEY,  36.832272, -76.283308
0513,MAIN & INDIAN RIVER,  36.835340, -76.281966
0514,INDIAN RIVER & STATE,  36.836109, -76.285808
0515,STATE & CLIFTON,  36.834661, -76.285268
0516,OBERNDORFER & HALIFAX,  36.826307, -76.276008
0517,OBERNDORFER & HALIFAX,  36.826275, -76.276173
0519,BERKLEY & CRAIG,  36.829059, -76.277339
0520,TIDEWATER & BRAMBLETON,  36.851479, -76.275707
0521,TIDEWATER & OLNEY,  36.852680, -76.275170
0524,TIDEWATER & GOFF,  36.858720, -76.272459
0527,TIDEWATER & LINDENWOOD,  36.866655, -76.268913
0528,TIDEWATER & HANCOCK,  36.870769, -76.266076
0529,TIDEWATER & SHOOP,  36.872026, -76.265574
0530,TIDEWATER & SAINT DENIS,  36.874630, -76.264617
0533,TIDEWATER & LAFAYETTE,  36.878222, -76.263292
0535,TIDEWATER & ALSACE,  36.883496, -76.261229
0536,TIDEWATER & CROMWELL,  36.885228, -76.260575
0537,TIDEWATER & WILLOW WOOD,  36.887796, -76.259668
0538,TIDEWATER & NORVIEW,  36.890851, -76.258510
0539,TIDEWATER & WIDGEON,  36.901506, -76.256375
0540,TIDEWATER & LITTLE CREEK,  36.912707, -76.255062
0541,LITTLE CREEK & HAROLD,  36.915665, -76.252574
0542,LITTLE CREEK & SEWELLS POINT,  36.915150, -76.250013
0543,LITTLE CREEK & MERRITT,  36.914900, -76.246169
0546,LITTLE CREEK & MOOSE,  36.915680, -76.236460
0548,LITTLE CREEK & BISON,  36.916639, -76.232455
0550,LITTLE CREEK & LISA,  36.916495, -76.227734
0551,LITTLE CREEK & WEDGEWOOD 1,  36.916078, -76.225926
0553,LITTLE CREEK & WILDWOOD,  36.915333, -76.222914
0554,LITTLE CREEK & HALPRIN,  36.915013, -76.220314
0555,LITTLE CREEK & BROOKFIELD,  36.915040, -76.213731
0556,LITTLE CREEK &  TARPON,  36.915776, -76.209365
0557,LITTLE CREEK & NANCY,  36.916518, -76.205414
0559,LITTLE CREEK & REDMON,  36.917662, -76.199263
0561,LITTLE CREEK & SHORE,  36.917950, -76.195085
0562,CULPEPPER & MAHONE,  36.829202, -76.278695
0563,CULPEPPER & WALKER,  36.828853, -76.278892
0564,CULPEPPER & BERKLEY,  36.829454, -76.277997
0565,LITTLE CREEK & SHORE,  36.918132, -76.194840
0566,LITTLE CREEK & WOODALL,  36.918100, -76.196985
0567,LITTLE CREEK & WALTERS,  36.917175, -76.203208
0568,LITTLE CREEK & NANCY,  36.916483, -76.206846
0569,LITTLE CREEK & TARPON,  36.915947, -76.209695
0570,LITTLE CREEK & AZALEA GARDEN,  36.915416, -76.212318
0571,LITTLE CREEK & MONA,  36.915241, -76.215629
0572,LITTLE CREEK & HALPRIN 1,  36.915231, -76.218342
0573,LITTLE CREEK & WILDWOOD,  36.915571, -76.223013
0574,LITTLE CREEK & WEDGEWOOD PLAZA,  36.916278, -76.225846
0576,LITTLE CREEK & MEADOW CREEK,  36.916949, -76.229603
0577,LITTLE CREEK & BISON,  36.916833, -76.231724
0579,LITTLE CREEK & MOOSE,  36.915819, -76.236278
0581,LITTLE CREEK & ELTON,  36.915387, -76.249231
0582,LITTLE CREEK RD & OLD OCEAN VIEW,  36.915717, -76.251575
0583,TIDEWATER & LITTLE CREEK,  36.915240, -76.254449
0584,TIDEWATER & BILTMORE,  36.909776, -76.256264
0585,TIDEWATER & THOLE,  36.903089, -76.256674
0586,TIDEWATER & WIDGEON,  36.900943, -76.256399
0587,TIDEWATER & WAUKESHA,  36.894758, -76.257205
0589,TIDEWATER & NORVIEW,  36.891055, -76.258539
0590,TIDEWATER & WILLOWWOOD,  36.887821, -76.259783
0591,TIDEWATER & BAPAUME,  36.885015, -76.260783
0593,TIDEWATER & CLARK,  36.880267, -76.262599
0594,TIDEWATER & LAFAYETTE,  36.877133, -76.263806
0595,TIDEWATER & BELLEVUE,  36.876107, -76.264202
0597,TIDEWATER & SHOOP,  36.871878, -76.265750
0598,TIDEWATER & HANCOCK,  36.869238, -76.267455
0600,TIDEWATER & LINDENWOOD,  36.866448, -76.269144
0601,TIDEWATER & GOFF,  36.858298, -76.272851
0602,TIDEWATER & PRINCESS ANNE,  36.856024, -76.273909
0603,TIDEWATER & ROSWELL,  36.852450, -76.275525
