stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_url
152,52215,"Yorktown Blvd, EB @ 30th Street N, NS",38.903530,-77.139654,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=152
153,52216,"Yorktown Blvd, EB @ N Edison Street, FS",38.902875,-77.136924,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=153
154,52217,"N George Mason Drive, SB @ 27th Street N, NS",38.901566,-77.136156,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=154
155,52218,"N George Mason Drive, SB @ 26th Street N, NS",38.900150,-77.135734,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=155
156,52219,"N George Mason Drive, SB @ 25th Road N, NS",38.898968,-77.134675,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=156
157,52220,"N George Mason Drive, SB @ 16th Street N, NS",38.887832,-77.128342,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=157
158,52221,"Washington Blvd, EB @ N Evergreen Street, NS",38.885027,-77.125409,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=158
159,52222,"Washington Blvd, EB @ N Buchanan Street, NS",38.885184,-77.121318,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=159
160,52223,"Washington Blvd, EB @ N Vernon Street, NS",38.885341,-77.116348,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=160
161,52224,"Washington Blvd , EB @ N Stuart Street, NS",38.885485,-77.112426,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=161
162,52225,"Washington Blvd, EB @ N Stafford Street, NS",38.885520,-77.111140,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=162
163,52226,"N Quincy Street, SB @ 10th Street N, NS",38.883416,-77.107941,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=163
164,52209,"Williamsburg Blvd, NB @ Little Falls Road, NS",38.900490,-77.156195,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=164
183,74001,"Pentagon Cty Metro, 12th St S, EB @ S Hayes St, FS",38.862859,-77.059020,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=183
184,42020,"Columbia Pike, EB @ S Rolfe Street, NS",38.865398,-77.075674,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=184
185,42209,"Columbia Pike, WB @ S Rolfe Street, FS",38.865621,-77.075445,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=185
186,73205,"12TH ST S & S QUINN ST",38.863518,-77.074662,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=186
188,73202,"S Queen Street, SB @ 12th Street S, NS",38.864053,-77.073448,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=188
190,73204,"13th Road S, WB @ S Rolfe Street, NS",38.862131,-77.074278,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=190
193,73203,"13th Road S, WB @ S Queen Street, FS",38.862300,-77.072889,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=193
195,74021,"Columbia Pike, EB @ S Barton Street, FS",38.863351,-77.083518,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=195
197,73226,"S Barton Street, SB @ Arlington Village sign, FS",38.862726,-77.083977,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=197
198,73022,"S Barton Street, NB @ at 1201 S Barton #167, FS",38.860947,-77.082992,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=198
199,73207,"S Barton Street, SB @ at 1210 S Barton St, NS",38.860953,-77.083175,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=199
200,73227,"S Barton Street, SB @ at 1414 S Barton St, FS",38.858864,-77.082618,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=200
201,74019,"S Barton Street, NB @ at 1401 S Barton #243, NS",38.859060,-77.082637,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=201
202,74018,"S Barton Street, NB @ 16th Street S, FS",38.858024,-77.081825,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=202
203,73208,"S Barton Street, SB @ 16th Street S, NS",38.857930,-77.081947,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=203
204,74017,"16th Street S, EB @ S Edgewood Street, NS",38.857353,-77.084659,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=204
205,73209,"16th Street S, WB @ S Edgewood Street, FS",38.857421,-77.084886,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=205
206,73210,"16th Street S, WB @ Walter Reed Drive, NS",38.856788,-77.087858,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=206
207,74016,"16th Street S, EB @ S Walter Reed Drive, FS",38.856638,-77.087975,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=207
213,74010,"16th Street S, WB @ S Oakland Street, NS",38.855021,-77.093969,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=213
214,74011,"S Quincy Street, SB @ 16th Street S, FS",38.853803,-77.096454,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=214
215,74012,"18th Street S, EB @ S Quincy Street, FS",38.852169,-77.095088,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=215
216,74013,"18th Street S, EB @ S Oakland Street, NS",38.852669,-77.093213,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=216
217,74014,"18th Street S, EB @ S Monroe Street, NS",38.853287,-77.090916,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=217
221,74004,"24th Road S, EB @ S Glebe Road, NS",38.848038,-77.081209,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=221
222,74003,"Shirlington Road, NB @ 25th Street S, NS",38.846976,-77.083698,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=222
223,74002,"Shirlington Road, NB @ S Kemper Road, FS",38.844742,-77.084493,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=223
225,75102,"S Fredrick Street, NB @ S George Mason Drive, FS",38.848789,-77.112813,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=225
226,75020,"S Fredrick Street , SB @ S George Mason Drive, NS",38.848647,-77.112796,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=226
227,75103,"S Fredrick Street, NB @ 12th Street S, NS",38.849960,-77.113828,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=227
228,75019,"S Fredrick Street , SB @ 12th Street S, NS",38.850177,-77.114060,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=228
229,75104,"S Fredrick Street, NB @ 11th Street S, NS",38.851395,-77.114401,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=229
230,75018,"S Fredrick Street , SB @ 11th Street S, NS",38.851693,-77.114669,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=230
231,75105,"S Fredrick Street, NB @ 10th Street S, NS",38.853812,-77.114876,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=231
232,75017,"S Fredrick Street , SB @ 10th Street S, NS",38.853934,-77.115020,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=232
233,75106,"Columbia Pike, EB @ S Fredrick Street, FS",38.854716,-77.114985,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=233
234,41226,"Columbia Pike, WB @ S Fredrick Street, NS",38.854926,-77.114921,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=234
235,41227,"Columbia Pike, WB @ S Greenbrier Street, NS",38.854398,-77.116978,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=235
236,41225,"Columbia Pike, WB @ S Dinwiddie Street, FS",38.855729,-77.112897,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=236
237,41001,"S Dinwiddie Street, SB @ Columbia Pike, NS",38.856335,-77.112638,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=237
239,41228,"S Greenbrier Street, NB @ Mid Block, MB",38.855668,-77.118447,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=239
240,75108,"S Dinwiddie Street, NB @ 9th Street S , NS",38.856487,-77.112483,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=240
244,41003,"Columbia Pike, EB @ S Thomas Street, NS",38.857735,-77.104579,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=244
245,41223,"Columbia Pike, WB @ S Thomas Street, NS",38.858095,-77.104040,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=245
246,41004,"Columbia Pike, EB @ S George Mason Drive, NS",38.858588,-77.101427,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=246
247,41222,"Columbia Pike, WB @ S George Mason Drive, NS",38.859058,-77.100698,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=247
248,41005,"Columbia Pike, EB @ S Quincy Street, NS",38.859276,-77.099212,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=248
249,41221,"Columbia Pike, WB @ S Quincy Street, NS",38.859687,-77.098519,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=249
250,41006,"Columbia Pike, EB @ S Oakland Street, NS",38.860145,-77.095991,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=250
251,41220,"Columbia Pike, WB @ S Oakland Street, NS",38.860498,-77.095501,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=251
252,41007,"Columbia Pike, EB @ S Monroe Street, FS",38.860800,-77.093600,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=252
253,41219,"Columbia Pike, WB @ S Monroe Street, NS",38.860922,-77.093685,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=253
254,41218,"S Glebe Road, WB @ Columbia Pike, NS",38.861576,-77.092225,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=254
255,41008,"S Glebe Road, NB @ Columbia Pike, FS",38.861734,-77.091872,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=255
262,41217,"S Glebe Road, SB @ 8th Street S, NS",38.864809,-77.092597,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=262
265,41009,"S Glebe Road, NB @ 7th Street S, NS",38.865510,-77.092870,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=265
267,41010,"S Glebe Road, NB @ 6th Street S, FS",38.866626,-77.094768,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=267
268,41216,"S Glebe Road, SB @ 6th Street S, NS",38.866471,-77.094862,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=268
269,41012,"S Glebe Road, WB @ Old Glebe Road, NS",38.867620,-77.096310,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=269
272,41013,"S Glebe Road, WB @ 1st Road S, NS",38.868802,-77.098429,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=272
273,41215,"S Glebe Road, SB @ 2nd Street S, NS",38.868553,-77.098346,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=273
283,41014,"S Glebe Road, WB @ Arlington Blvd (RT. 50), NS",38.870168,-77.099995,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=283
284,41214,"S Glebe Road, EB @ Arlington Blvd Rt. 50, FS",38.869988,-77.100215,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=284
285,41213,"N Glebe Road, EB @ 2nd Street N, FS",38.872050,-77.102958,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=285
287,41016,"N Glebe Road, WB @ N Piedmont Street, NS",38.872723,-77.103375,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=287
288,41017,"N Glebe Road, WB @ N Pershing Street, NS",38.873799,-77.104923,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=288
289,41212,"N Glebe Road, EB @ N Pershing Drive, FS",38.873571,-77.104912,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=289
290,41018,"N Glebe Road, WB @ 3rd Road N, NS",38.874686,-77.106132,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=290
291,75109,"S Dinwiddie Street, NB @ 8th Rd S, NS",38.858687,-77.113716,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=291
292,41233,"S Dinwiddie Street, SB @ 8th Road S, FS",38.858555,-77.113817,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=292
293,75110,"7th Road S, WB @ Park Condos, FS",38.859907,-77.117265,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=293
294,41232,"7th Road S, EB @ Park Condos, NS",38.859762,-77.117328,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=294
295,75111,"7th Road S, WB @ S Florida Street, NS",38.858950,-77.118611,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=295
296,41231,"7th Road S, EB @ S Florida Street, NS",38.858684,-77.118713,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=296
297,41229,"S Greenbrier Street, NB @ 8th Road S, FS",38.857169,-77.119226,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=297
299,75112,"7th Road S, WB @ S Greenbrier Street, FS",38.857858,-77.120200,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=299
300,75015,"7th Road S, EB @ Carlin Springs Road, FS",38.857135,-77.125547,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=300
301,75113,"7th Road S, WB @ Carlin Springs Road, NS",38.857285,-77.125584,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=301
302,75114,"Carlin Springs Rd, NB @ Northern Doctors Ctr, FS",38.858817,-77.126746,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=302
303,75014,"Carlin Springs Road, SB @ 6th Road S, FS",38.860135,-77.128049,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=303
304,75115,"Carlin Spring Road , NB @ 6th Road S, NS",38.860410,-77.128019,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=304
305,75116,"Carlin Springs Road, NB @ 5th Road S, NS",38.861018,-77.128748,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=305
306,75117,"Carlin Springs Road, NB @ 3rd Street S, NS",38.863580,-77.128790,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=306
307,75013,"Carlin Springs Road, SB @ 3rd Street S, NS",38.863800,-77.128957,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=307
308,75118,"Carlin Springs Road, NB @ 1st Street S, NS",38.865151,-77.128501,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=308
310,75119,"N Kensington Street, EB @ 4th Street S, NS",38.870877,-77.128185,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=310
311,75011,"N Kensington Street, SB @ 4th Street N, NS",38.870804,-77.128321,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=311
312,75120,"7th Street S, EB @ N Kensington Street, FS",38.873342,-77.129516,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=312
313,75010,"7th Street N, WB @ N Kensington Street, NS",38.873461,-77.129612,http://realtime.commuterpage.com/RTT/Public/RoutePositionET.aspx?PlatformTag=313
